cve,repo,commit
CVE-2017-5506,ImageMagick,9a069e0f2e027ec5138f998023cf9cb62c04889f
CVE-2017-5507,ImageMagick,66e283e0a9c141b19fe6c4c39f4a41c0d3188ba8
CVE-2017-5509,ImageMagick,d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab
CVE-2017-5510,ImageMagick,91cc3f36f2ccbd485a0456bab9aebe63b635da88
CVE-2017-5511,ImageMagick,c8c6a0f123d5e35c173125365c97e2c0fc7eca42
CVE-2017-9098,ImageMagick,1c358ffe0049f768dd49a8a889c1cbf99ac9849b
CVE-2017-9141,ImageMagick,0c5b1e430a83ef793a7334bbbee408cf3c628699
CVE-2017-9142,ImageMagick,f0232a2a45dfd003c1faf6079497895df3ab0ee1
CVE-2017-9143,ImageMagick,3b0fe05cddd8910f84e51b4d50099702ea45ba4a
CVE-2017-9144,ImageMagick,f6240ee77847787f6d7618b669d3a2040a2d6d40
CVE-2018-16323,ImageMagick,216d117f05bff87b9dc4db55a1b1fadb38bcb786
CVE-2018-16329,ImageMagick,2c75f301d9ac84f91071393b02d8c88c8341c91c
CVE-2018-16640,ImageMagick,76efa969342568841ecf320b5a041685a6d24e0b
CVE-2018-16642,ImageMagick,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e
CVE-2018-16643,ImageMagick,6b6bff054d569a77973f2140c0e86366e6168a6c
CVE-2018-16644,ImageMagick,16916c8979c32765c542e216b31cee2671b7afe7
CVE-2018-16645,ImageMagick,ecb31dbad39ccdc65868d5d2a37f0f0521250832
CVE-2018-20467,ImageMagick,db0add932fb850d762b02604ca3053b7d7ab6deb
CVE-2019-10131,ImageMagick,cb1214c124e1bd61f7dd551b94a794864861592e
CVE-2019-11470,ImageMagick,e3cdce6fe12193f235b8c0ae5efe6880a25eb957
CVE-2019-13133,ImageMagick,fe3066122ef72c82415811d25e9e3fad622c0a99
CVE-2019-13134,ImageMagick,fe3066122ef72c82415811d25e9e3fad622c0a99
CVE-2019-13135,ImageMagick,cdb383749ef7b68a38891440af8cc23e0115306d
CVE-2019-13136,ImageMagick,fe5f4b85e6b1b54d3b4588a77133c06ade46d891
CVE-2019-13137,ImageMagick,35ccb468ee2dcbe8ce9cf1e2f1957acc27f54c34
CVE-2019-13295,ImageMagick,a7759f410b773a1dd57b0e1fb28112e1cd8b97bc
CVE-2019-13296,ImageMagick,ce08a3691a8ac29125e29fc41967b3737fa3f425
CVE-2019-13297,ImageMagick,604588fc35c7585abb7a9e71f69bb82e4389fefc
CVE-2019-13298,ImageMagick,d4fc44b58a14f76b1ac997517d742ee12c9dc5d3
CVE-2019-13299,ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc
CVE-2019-13300,ImageMagick,a906fe9298bf89e01d5272023db687935068849a
CVE-2019-13301,ImageMagick,f595a1985233c399a05c0c37cc41de16a90dd025
CVE-2019-13302,ImageMagick,d5089971bd792311aaab5cb73460326d7ef7f32d
CVE-2019-13303,ImageMagick,d29148fae06c01ef215940e084cf41853c117bab
CVE-2019-13304,ImageMagick,7689875ef64f34141e7292f6945efdf0530b4a5e
CVE-2019-13305,ImageMagick,29efd648f38b73a64d73f14cd2019d869a585888
CVE-2019-13306,ImageMagick,e92040ea6ee2a844ebfd2344174076795a4787bd
CVE-2019-13307,ImageMagick,025e77fcb2f45b21689931ba3bf74eac153afa48
CVE-2019-13308,ImageMagick,61135001a625364e29bdce83832f043eebde7b5a
CVE-2019-13309,ImageMagick,5f21230b657ccd65452dd3d94c5b5401ba691a2d
CVE-2019-13310,ImageMagick,5f21230b657ccd65452dd3d94c5b5401ba691a2d
CVE-2019-13311,ImageMagick,4a334bbf5584de37c6f5a47c380a531c8c4b140a
CVE-2019-13391,ImageMagick,7c2c5ba5b8e3a0b2b82f56c71dfab74ed4006df7
CVE-2019-13454,ImageMagick,1ddcf2e4f28029a888cadef2e757509ef5047ad8
CVE-2019-14980,ImageMagick,c5d012a46ae22be9444326aa37969a3f75daa3ba
CVE-2019-14981,ImageMagick,a77d8d97f5a7bced0468f0b08798c83fb67427bc
CVE-2019-15139,ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7
CVE-2019-15140,ImageMagick,f7206618d27c2e69d977abf40e3035a33e5f6be0
CVE-2019-17541,ImageMagick,39f226a9c137f547e12afde972eeba7551124493
CVE-2019-17547,ImageMagick,ecf7c6b288e11e7e7f75387c5e9e93e423b98397
CVE-2019-18853,ImageMagick,ec9c8944af2bfc65c697ca44f93a727a99b405f1
CVE-2019-7175,ImageMagick,1e6a3ace073c9ec9c71e439c111d23c6e66cb6ae
CVE-2019-7395,ImageMagick,8a43abefb38c5e29138e1c9c515b313363541c06
CVE-2019-7396,ImageMagick,748a03651e5b138bcaf160d15133de2f4b1b89ce
CVE-2019-7397,ImageMagick,306c1f0fa5754ca78efd16ab752f0e981d4f6b82
CVE-2020-19667,ImageMagick,5462fd4725018567764c8f66bed98b7ee3e23006
CVE-2020-27560,ImageMagick,ef59bd764f88d893f1219fee8ba696a5d3f8c1c4
CVE-2014-2058,jenkins,5548b5220cfd496831b5721124189ff18fbb12a3
CVE-2014-2059,jenkins,5548b5220cfd496831b5721124189ff18fbb12a3
CVE-2014-2062,jenkins,5548b5220cfd496831b5721124189ff18fbb12a3
CVE-2014-2063,jenkins,16931bd7bf7560e26ef98328b8e95e803d0e90f6
CVE-2014-2064,jenkins,fbf96734470caba9364f04e0b77b0bae7293a1ec
CVE-2014-2065,jenkins,a0b00508eeb74d7033dc4100eb382df4e8fa72e7
CVE-2014-2066,jenkins,8ac74c350779921598f9d5edfed39dd35de8842a
CVE-2014-2067,jenkins,5d57c855f3147bfc5e7fda9252317b428a700014
CVE-2014-2068,jenkins,0530a6645aac10fec005614211660e98db44b5eb
CVE-2014-3661,jenkins,880e101b1a449355db6eb91f662aab9e5df75769
CVE-2014-3662,jenkins,880e101b1a449355db6eb91f662aab9e5df75769
CVE-2014-3663,jenkins,54d44502bd6ec8df23bf8ef0413bdad650ef321e
CVE-2014-3664,jenkins,71a28615e33fe42e3cc7a34ef86e31ed5d87bc74
CVE-2014-3666,jenkins,be195b0e19343bff6d966029d8eea99b2c039c32
CVE-2014-3667,jenkins,f0a29b562e14d837912c6b35fa4e81478563813a
CVE-2014-3680,jenkins,a6a7bec04b41e0d6913241e702e0b2195924eda7
CVE-2014-3681,jenkins,0f63c678ee49d7f75432ebc778ffdda49890c1d2
CVE-2014-9634,jenkins,582128b9ac179a788d43c1478be8a5224dc19710
CVE-2014-9635,jenkins,582128b9ac179a788d43c1478be8a5224dc19710
CVE-2015-1806,jenkins,a001f71ded7473a7a122073c2849ec7d119ae888
CVE-2015-1807,jenkins,1bba1ac3c6e9ae96e605e3846b9c77e2baafdedd
CVE-2015-1808,jenkins,889b46cc9146fda468023f3ada71070e240c13ac
CVE-2015-1810,jenkins,01a087d127d7a871eac02b03143464e2f4c6d48c
CVE-2015-1812,jenkins,feb2703adb0c121705e5c8e9ddf8f663b6481cbd
CVE-2015-1813,jenkins,1699e2c1f36a22d6a149e71c80937e9972ef6224
CVE-2015-1814,jenkins,c826a1b8276879c6e3de384b697d42eadfcdf127
CVE-2015-5317,jenkins,0594c4cbccd24d4883fc0150e8fc511c9da63eb4
CVE-2015-5318,jenkins,f53802bb82a25b295b6dfa3bf2a591a6c8552183
CVE-2015-5319,jenkins,e78e9e8144f7304cf274cd4b756f458cf63a3556
CVE-2015-5322,jenkins,5431e397216b4ab80e58bdabcb06a0066bce6592
CVE-2015-5323,jenkins,b3f16489ad5f15c3e749ed066cf6b4251f6668c6
CVE-2015-5324,jenkins,581eb9ceb354b8a55c010d0547ff73cb6fd67a75
CVE-2015-5325,jenkins,ed407e66bcd3743a3b458ea8284977e5cac56c2a
CVE-2015-5326,jenkins,1addc5d0feab0e77bb68e88fc74bb651e45cb462
CVE-2015-7536,jenkins,8ede53387ec060a7c343e32efe808b1016f0c10c
CVE-2015-7538,jenkins,ef2c0dc163695af3a57ad7a45571293377ff679b
CVE-2015-7539,jenkins,9ec88357a354d8354728cc06e2b8c8b68aee58bf
CVE-2016-0788,jenkins,1ec232ca1c80e924d70212313b852aec408aa37e
CVE-2016-0789,jenkins,f5c51fbad2b62b81dc1e0402aeee058a4a478046
CVE-2016-0790,jenkins,79e0b64322a6b15e0b80ac6511c9aa74383642be
CVE-2016-0791,jenkins,559566b1ac62ebe966613933baf1714137daeb8c
CVE-2016-0792,jenkins,18cc8e0eb7d8c9910ce8ce2a9c8dab4c4df8b9c2
CVE-2016-3721,jenkins,57e78880cc035874bda916ef4d8d7fd7642af9db
CVE-2016-3722,jenkins,d1d1ab152bfd67a2a737d7b530eb011982157f83
CVE-2016-3723,jenkins,17edeb48291a3807b84142bb01f576b8eb2f50a2
CVE-2016-3724,jenkins,82b42359797e42fa4b2428d5e390e7ce91b74998
CVE-2016-3725,jenkins,56be107feb24ab3470efae7603041bbbb9cdf7fb
CVE-2016-3726,jenkins,2ed0c046dfbb2003a17df27c53777e72c6eaff25
CVE-2016-3727,jenkins,d66ad6f3ee46a5c6bb865bb831e8cdfc74cd7eb3
CVE-2016-9299,jenkins,fde9c42fe05ac925a904b6c09a81d497d0e6ccea
CVE-2017-1000353,jenkins,36b8285a41eb28333549e8d851f81fd80a184076
CVE-2017-1000354,jenkins,02d24053bdfeb219d2387a19885a60bdab510479
CVE-2017-1000391,jenkins,566a8ddb885f0bef9bc848e60455c0aabbf0c1d3
CVE-2017-1000392,jenkins,f67068170b55633571e5462e52b6124b23d7cb84
CVE-2017-1000393,jenkins,d7ea3f40efedd50541a57b943d5f7bbed046d091
CVE-2017-1000395,jenkins,7b1f8e96a8d97dd09e5e093fcdb010b3295acc77
CVE-2017-1000398,jenkins,da06fd471cea79123821c778228eeb08e1cedcc7
CVE-2017-1000399,jenkins,3ff432ace14d8f4544c88a179a2f7a962eb98ba6
CVE-2017-1000400,jenkins,b2083a387a5bdb6f7ee7f7c81a1f6312aca2a558
CVE-2017-1000401,jenkins,09d60462b9edf775f08568601bb3e2cfd8075368
CVE-2017-1000503,jenkins,ccc374a7176d7704941fb494589790b7673efe2e
CVE-2017-1000504,jenkins,ccc374a7176d7704941fb494589790b7673efe2e
CVE-2017-2598,jenkins,e6aa166246d1734f4798a9e31f78842f4c85c28b
CVE-2017-2600,jenkins,0f92cd08a19207de2cceb6a2f4e3e9f92fdc0899
CVE-2017-2601,jenkins,fd2e081b947124c90bcd97bfc55e1a7f2ef41a74
CVE-2017-2602,jenkins,414ff7e30aba66bed18c4ee8a8660fb36fc8c655
CVE-2017-2603,jenkins,3cd946cbef82c6da5ccccf3890d0ae4e091c4265
CVE-2017-2604,jenkins,6efcf6c2ac39bc5c59ac7251822be8ddf67ceaf8
CVE-2017-2606,jenkins,09cfbc9cd5c9df7c763bc976b7f5c51266b63719
CVE-2017-2608,jenkins,a814154695e23dc37542af7d40cacc129cf70722
CVE-2017-2609,jenkins,246a0fa90a05b729eaabca6d697016015f622e57
CVE-2017-2610,jenkins,307ed31caba68a46426b8c73a787a05add2c7489
CVE-2017-2611,jenkins,97a61a9fe55f4c16168c123f98301a5173b9fa86
CVE-2017-2612,jenkins,b0ed9669bc00dbccf1be6896bb527b4cf2e7687d
CVE-2017-2613,jenkins,b88b20ec473200db35d0a0d29dcf192069106601
CVE-2018-1000067,jenkins,2d16b459205730d85e51499c2457109b234ca9d9
CVE-2018-1000193,jenkins,de7aaab441151fb1760855fec83681c6a8756a45
CVE-2018-1000194,jenkins,de7aaab441151fb1760855fec83681c6a8756a45
CVE-2018-1000195,jenkins,6eea1e97840b5623829b2c1fd2e363c045bdc230
CVE-2018-1000406,jenkins,c3351d2e7c3edfee82b9470e9aa1168982296072
CVE-2018-1000407,jenkins,df87e12ddcfeafdba6e0de0e07b3e21f8473ece6
CVE-2018-1000408,jenkins,01157a699f611ca7492e872103ac01526a982cf2
CVE-2018-1000409,jenkins,517da6ed389f0a606dd9bb8595bc79fc93f4331c
CVE-2018-1000410,jenkins,7366cc50106442a021c5178cd101057ecc08f2c2
CVE-2018-1000861,jenkins,47f38d714c99e1841fb737ad1005618eb26ed852
CVE-2018-1000862,jenkins,c19cc705688cfffa4fe735e0edbe84862b6c135f
CVE-2018-1000863,jenkins,4ed66e5838476e575a83c3cd13fffb37eefa2f48
CVE-2018-1000864,jenkins,73afa0ca786a87f05b5433e2e38f863826fcad17
CVE-2018-1000997,jenkins,fd5f5be0304c6bf1918892b81e2efb6b6d09c521
CVE-2018-1999001,jenkins,5f4d014b3b7f89e206c6c8509540ed559f604959
CVE-2018-1999002,jenkins,29ca81dd59c255ad633f1bd86cf1be40a5f02c64
CVE-2018-1999003,jenkins,af9e11c9941487f69ec1a95c65958fc208064e7a
CVE-2018-1999004,jenkins,40250f08aca7f3f8816f21870ee23463a52ef2f2
CVE-2018-1999005,jenkins,8697bdff0342421e22230028d84aaa265719e86c
CVE-2018-1999006,jenkins,f46842c7a2c916170ac457a039a2f7f019afd885
CVE-2018-1999042,jenkins,727d58f690abf64f543407e1de3545eca76ad30e
CVE-2018-1999044,jenkins,e5046911c57e60a1d6d8aca9b21bd9093b0f3763
CVE-2018-1999045,jenkins,ef9583a24abc4de157e1570cb32d7a273d327f36
CVE-2018-1999046,jenkins,6867e4469525d16319b1bae9c840b933fe4e23c4
CVE-2018-6356,jenkins,eb03a42078f29dbed3742b8740c95e02890e4545
CVE-2019-1003003,jenkins,07c09bebb8396a48063c1da4fc4b628acddd72a8
CVE-2019-10352,jenkins,18fc7c0b466553cbd4f790db3270964305bee7f9
CVE-2019-10353,jenkins,772152315aa0a9ba27b812a4ba0f3f9b64af78d9
CVE-2019-10354,jenkins,279d8109eddb7a494428baf25af9756c2e33576b
CVE-2020-2161,jenkins,dbff6fdcf8c4bc00729ace66c33208ae7aa18ac0
CVE-2020-2221,jenkins,f6e575381bdba85afaf27c529d7298091f226e49
CVE-2020-2222,jenkins,e7443ef2ef255253231f3f1db0034fae39f0cba5
CVE-2020-2223,jenkins,11f4a351224ef04cfeb9c7636fb1590b67543f3c
CVE-2011-1833,linux,764355487ea220fdc2faf128d577d7f679b91f97
CVE-2011-4127,linux,0bfc96cb77224736dfa35c3c555d37b3646ef35e
CVE-2011-4604,linux,b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c
CVE-2013-3237,linux,d5e0d0f607a7a029c6563a0470d88255c89a8d11
CVE-2014-3153,linux,13fbca4c6ecd96ec1a1cfa2e4f2ce191fe928a5e
CVE-2014-4611,linux,206204a1162b995e2185275167b22468c00d6b36
CVE-2015-2923,linux,6fd99094de2b83d1d4c8457f2c83483b2828e75a
CVE-2015-3214,linux,ee73f656a604d5aa9df86a97102e4e462dd79924
CVE-2015-5307,linux,54a20552e1eae07aa240fa370a0293e006b5faed
CVE-2015-8104,linux,cbdb967af3d54993f5814f1cee0ed311a055377d
CVE-2016-10229,linux,197c949e7798fbf28cfadc69d9ca0c2abbf93191
CVE-2016-10741,linux,04197b341f23b908193308b8d63d17ff23232598
CVE-2016-10906,linux,c278c253f3d992c6994d08aa0efb2b6806ca396f
CVE-2016-8636,linux,647bf3d8a8e5777319da92af672289b2a6c4dc66
CVE-2017-10911,linux,089bc0143f489bd3a4578bdff5f4ca68fb26f341
CVE-2017-16533,linux,f043bfc98c193c284e2cd768fefabe18ac2fed9b
CVE-2017-16939,linux,1137b5e2529a8f5ca8ee709288ecba3e68044df2
CVE-2017-18174,linux,251e22abde21833b3d29577e4d8c7aaccd650eee
CVE-2017-18204,linux,28f5a8a7c033cbf3e32277f4cc9c6afd74f05300
CVE-2017-18232,linux,0558f33c06bb910e2879e355192227a8e8f0219d
CVE-2017-18249,linux,30a61ddf8117c26ac5b295e1233eaa9629a94ca3
CVE-2017-18255,linux,1572e45a924f254d9570093abde46430c3172e3d
CVE-2017-18344,linux,cef31d9af908243421258f1df35a4a644604efbe
CVE-2017-18379,linux,0c319d3a144d4b8f1ea2047fd614d2149b68f889
CVE-2017-18509,linux,99253eb750fda6a644d5188fb26c43bad8d5a745
CVE-2017-18551,linux,89c6efa61f5709327ecfa24bff18e57a4e80c7fa
CVE-2017-18595,linux,4397f04575c44e1440ec2e49b6302785c95fd2f8
CVE-2017-5669,linux,95e91b831f87ac8e1f8ed50c14d709089b4e01b8
CVE-2017-7273,linux,1ebb71143758f45dc0fa76e2f48429e13b16d110
CVE-2017-7472,linux,c9f838d104fed6f2f61d68164712e3204bf5271b
CVE-2017-7889,linux,a4866aa812518ed1a37d8ea0c881dc946409de94
CVE-2018-1000204,linux,a45b599ad808c3c982fdcdc12b0b8611c2f92824
CVE-2018-10021,linux,318aaf34f1179b39fa9c30fa0f3288b645beee39
CVE-2018-10087,linux,dd83c161fbcc5d8be637ab159c0de015cbff5ba4
CVE-2018-10124,linux,4ea77014af0d6205b05503d1c7aac6eace11d473
CVE-2018-10853,linux,129a72a0d3c8e139a04512325384fe5ac119e74d
CVE-2018-10876,linux,8844618d8aa7a9973e7b527d038a2a589665002c
CVE-2018-10878,linux,77260807d1170a8cf35dbb06e07461a655f67eee
CVE-2018-10879,linux,513f86d73855ce556ea9522b6bfd79f87356dc3a
CVE-2018-10880,linux,8cdb5240ec5928b20490a2bb34cb87e9a5f40226
CVE-2018-10881,linux,6e8ab72a812396996035a37e5ca4b3b99b5d214b
CVE-2018-10882,linux,c37e9e013469521d9adb932d17a1795c139b36db
CVE-2018-10883,linux,8bc1379b82b8e809eef77a9fedbb75c6c297be19
CVE-2018-10902,linux,39675f7a7c7e7702f7d5341f1e0d01db746543a0
CVE-2018-1091,linux,c1fa0768a8713b135848f78fd43ffc208d8ded70
CVE-2018-10938,linux,40413955ee265a5e42f710940ec78f5450d49149
CVE-2018-10940,linux,9de4ee40547fd315d4a0ed1dd15a2fa3559ad707
CVE-2018-1120,linux,7f7ccc2ccc2e70c6054685f5e3522efa81556830
CVE-2018-1130,linux,67f93df79aeefc3add4e4b31a752600f834236e2
CVE-2018-11506,linux,f7068114d45ec55996b9040e98111afa56e010fe
CVE-2018-12232,linux,6d8c50dcb029872b298eea68cc6209c866fd3e14
CVE-2018-12896,linux,78c9c4dfbf8c04883941445a195276bb4bb92c76
CVE-2018-13093,linux,afca6c5b2595fc44383919fba740c194b0b76aff
CVE-2018-13094,linux,bb3d48dcf86a97dc25fe9fc2c11938e19cb4399a
CVE-2018-13096,linux,e34438c903b653daca2b2a7de95aed46226f8ed3
CVE-2018-13097,linux,9dc956b2c8523aed39d1e6508438be9fea28c8fc
CVE-2018-13099,linux,4dbe38dc386910c668c75ae616b99b823b59f3eb
CVE-2018-13100,linux,42bf546c1fe3f3654bdf914e977acbc2b80a5be5
CVE-2018-13405,linux,0fa3ecd87848c9c93c2c828ef4c3a8ca36ce46c7
CVE-2018-13406,linux,9f645bcc566a1e9f921bdae7528a01ced5bc3713
CVE-2018-14734,linux,cb2595c1393b4a5211534e6f0a0fbad369e21ad8
CVE-2018-15572,linux,fdf82a7856b32d905c39afc85e34364491e46346
CVE-2018-15594,linux,5800dc5c19f34e6e03b5adab1282535cb102fafd
CVE-2018-16276,linux,f1e255d60ae66a9f672ff9a207ee6cd8e33d2679
CVE-2018-16597,linux,c0ca3d70e8d3cf81e2255a217f7ca402f5ed0862
CVE-2018-16658,linux,8f3fafc9c2f0ece10832c25f7ffcb07c97a32ad4
CVE-2018-17182,linux,7a9cdebdcc17e426fb5287e4a82db1dfe86339b2
CVE-2018-18021,linux,2a3f93459d689d990b3ecfbe782fec89b97d3279
CVE-2018-18281,linux,eb66ae030829605d61fbef1909ce310e29f78821
CVE-2018-18386,linux,966031f340185eddd05affcf72b740549f056348
CVE-2018-18397,linux,29ec90660d68bbdd69507c1c8b4e33aa299278b1
CVE-2018-18445,linux,b799207e1e1816b09e7a5920fbb2d5fcf6edd681
CVE-2018-18690,linux,7b38460dc8e4eafba06c78f8e37099d3b34d473c
CVE-2018-18710,linux,e4f3aa2e1e67bb48dfbaaf1cad59013d5a5bc276
CVE-2018-19824,linux,5f8cf712582617d523120df67d392059eaf2fc4b
CVE-2018-19854,linux,f43f39958beb206b53292801e216d9b8a660f087
CVE-2018-20169,linux,704620afc70cf47abb9d6a1a57f3825d2bca49cf
CVE-2018-20836,linux,b90cd6f2b905905fb42671009dc0e27c310a16ae
CVE-2018-20855,linux,0625b4ba1a5d4703c7fb01c497bd6c156908af00
CVE-2018-20856,linux,54648cf1ec2d7f4b6a71767799c45676a138ca24
CVE-2018-20976,linux,c9fbd7bbc23dbdd73364be4d045e5d3612cf6e82
CVE-2018-21008,linux,abd39c6ded9db53aa44c2540092bdd5fb6590fa8
CVE-2018-5332,linux,c095508770aebf1b9218e77026e48345d719b17c
CVE-2018-6412,linux,250c6c49e3b68756b14983c076183568636e2bde
CVE-2018-7191,linux,0ad646c81b2182f7fa67ec0c8c825e0ee165696d
CVE-2018-7480,linux,9b54d816e00425c3a517514e0d677bb3cec49258
CVE-2018-7757,linux,4a491b1ab11ca0556d2fda1ff1301e862a2d44c4
CVE-2018-8897,linux,d8ba61ba58c88d5207c1ba2f7d9a2280e7d03be9
CVE-2019-10124,linux,46612b751c4941c5c0472ddf04027e877ae5990f
CVE-2019-10638,linux,355b98553789b646ed97ad801a619ff898471b92
CVE-2019-10639,linux,355b98553789b646ed97ad801a619ff898471b92
CVE-2019-11486,linux,c7084edc3f6d67750f50d4183134c4fb5712a5c8
CVE-2019-11487,linux,15fab63e1e57be9fdb5eec1bbc5916e9825e9acb
CVE-2019-11599,linux,04f5866e41fb70690e28397487d8bd8eea7d712a
CVE-2019-11810,linux,bcf3b67d16a4c8ffae0aa79de5853435e683945c
CVE-2019-11811,linux,401e7e88d4ef80188ffa07095ac00456f901b8c4
CVE-2019-11815,linux,cb66ddd156203daefb8d71158036b27b0e2caf63
CVE-2019-11833,linux,592acbf16821288ecdc4192c47e3774a4c48bb64
CVE-2019-11884,linux,a1616a5ac99ede5d605047a9012481ce7ff18b16
CVE-2019-12614,linux,efa9ace68e487ddd29c2b4d6dd23242158f1f607
CVE-2019-12817,linux,ca72d88378b2f2444d3ec145dd442d449d3fefbc
CVE-2019-12818,linux,58bdd544e2933a21a51eecf17c3f5f94038261b5
CVE-2019-12819,linux,6ff7b060535e87c2ae14dd8548512abfdda528fb
CVE-2019-13233,linux,de9f869616dd95e95c00bdd6b0fcd3421e8a4323
CVE-2019-13272,linux,6994eefb0053799d2e07cd140df6c2ea106c41ee
CVE-2019-14283,linux,da99466ac243f15fbba65bd261bfc75ffa1532b6
CVE-2019-14284,linux,f3554aeb991214cbfafd17d55e2bfddb50282e32
CVE-2019-14814,linux,7caac62ed598a196d6ddf8d9c121e12e082cac3a
CVE-2019-14815,linux,7caac62ed598a196d6ddf8d9c121e12e082cac3a
CVE-2019-14816,linux,7caac62ed598a196d6ddf8d9c121e12e082cac3a
CVE-2019-15030,linux,8205d5d98ef7f155de211f5e2eb6ca03d95a5a60
CVE-2019-15031,linux,a8318c13e79badb92bc6640704a64cc022a6eb97
CVE-2019-15090,linux,c09581a52765a85f19fc35340127396d5e3379cc
CVE-2019-15211,linux,c666355e60ddb4748ead3bdd983e3f7f2224aaf0
CVE-2019-15212,linux,3864d33943b4a76c6e64616280e98d2410b1190f
CVE-2019-15213,linux,6cf97230cd5f36b7665099083272595c55d72be7
CVE-2019-15214,linux,2a3f7221acddfe1caa9ff09b3a8158c39b2fdeac
CVE-2019-15215,linux,eff73de2b1600ad8230692f00bc0ab49b166512a
CVE-2019-15216,linux,ef61eb43ada6c1d6b94668f0f514e4c268093ff3
CVE-2019-15217,linux,5d2e73a5f80a5b5aff3caf1ec6d39b5b3f54b26e
CVE-2019-15218,linux,31e0456de5be379b10fea0fa94a681057114a96e
CVE-2019-15219,linux,9a5729f68d3a82786aea110b1bfe610be318f80a
CVE-2019-15220,linux,6e41e2257f1094acc37618bf6c856115374c6922
CVE-2019-15221,linux,3450121997ce872eb7f1248417225827ea249710
CVE-2019-15222,linux,5d78e1c2b7f4be00bbe62141603a631dc7812f35
CVE-2019-15239,linux,7f582b248d0a86bae5788c548d7bb5bca6f7691a
CVE-2019-15292,linux,6377f787aeb945cae7abbb6474798de129e1f3ac
CVE-2019-15538,linux,1fb254aa983bf190cfd685d40c64a480a9bafaee
CVE-2019-15666,linux,b805d78d300bcf2c83d6df7da0c818b0fee41427
CVE-2019-15807,linux,3b0541791453fbe7f42867e310e0c9eb6295364d
CVE-2019-15916,linux,895a5e96dbd6386c8e78e5b78e067dcc67b7f0ab
CVE-2019-15917,linux,56897b217a1d0a91c9920cb418d6b3fe922f590a
CVE-2019-15919,linux,6a3eb3360667170988f8a6477f6686242061488a
CVE-2019-15920,linux,088aaf17aa79300cab14dbee2569c58cfafd7d6e
CVE-2019-15921,linux,ceabee6c59943bdd5e1da1a6a20dc7ee5f8113a2
CVE-2019-15924,linux,01ca667133d019edc9f0a1f70a272447c84ec41f
CVE-2019-15926,linux,5d6751eaff672ea77642e74e92e6c0ac7f9709ab
CVE-2019-15927,linux,f4351a199cc120ff9d59e06d02e8657d08e6cc46
CVE-2019-16413,linux,5e3cc1ee1405a7eb3487ed24f786dec01b4cbe1f
CVE-2019-16994,linux,07f12b26e21ab359261bf75cfcb424fdc7daeb6d
CVE-2019-16995,linux,6caabe7f197d3466d238f70915d65301f1716626
CVE-2019-17052,linux,0614e2b73768b502fc32a75349823356d98aae2c
CVE-2019-17053,linux,0edc3f703f7bcaf550774b5d43ab727bcd0fe06b
CVE-2019-17054,linux,0edc3f703f7bcaf550774b5d43ab727bcd0fe06b
CVE-2019-17055,linux,0edc3f703f7bcaf550774b5d43ab727bcd0fe06b
CVE-2019-17056,linux,0edc3f703f7bcaf550774b5d43ab727bcd0fe06b
CVE-2019-18282,linux,55667441c84fa5e0911a0aac44fb059c15ba6da2
CVE-2019-18660,linux,39e72bf96f5847ba87cc5bd7a3ce0fed813dc9ad
CVE-2019-18675,linux,be83bbf806822b1b89e0a0f23cd87cddc409e429
CVE-2019-18805,linux,19fad20d15a6494f47f85d869f00b11343ee5c78
CVE-2019-18808,linux,128c66429247add5128c03dc1e144ca56f05a4e2
CVE-2019-18809,linux,2289adbfa559050d2a38bcd9caac1c18b800e928
CVE-2019-18885,linux,09ba3bc9dd150457c506e4661380a6183af651c1
CVE-2019-19045,linux,c8c2a057fdc7de1cd16f4baa51425b932a42eb39
CVE-2019-19046,linux,4aa7afb0ee20a97fbf0c5bab3df028d5fb85fdab
CVE-2019-19049,linux,e13de8fe0d6a51341671bbe384826d527afe8d44
CVE-2019-19051,linux,6f3ef5c25cc762687a7341c18cbea5af54461407
CVE-2019-19052,linux,fb5be6a7b4863ecc44963bb80ca614584b6c7817
CVE-2019-19054,linux,a7b2df76b42bdd026e3106cf2ba97db41345a177
CVE-2019-19056,linux,db8fd2cde93227e566a412cf53173ffa227998bc
CVE-2019-19057,linux,d10dcb615c8e29d403a24d35f8310a7a53e3050c
CVE-2019-19058,linux,b4b814fec1a5a849383f7b3886b654a13abbda7d
CVE-2019-19060,linux,ab612b1daf415b62c58e130cb3d0f30b255a14d0
CVE-2019-19061,linux,9c0530e898f384c5d279bfcebd8bb17af1105873
CVE-2019-19062,linux,ffdde5932042600c6807d46c1550b28b0db6a3bc
CVE-2019-19063,linux,3f93616951138a598d930dcaec40f2bfd9ce43bb
CVE-2019-19065,linux,34b3be18a04ecdc610aae4c48e5d1b799d8689f6
CVE-2019-19066,linux,0e62395da2bd5166d7c9e14cbc7503b256a34cb0
CVE-2019-19067,linux,57be09c6e8747bf48704136d9e3f92bfb93f5725
CVE-2019-19068,linux,a2cdd07488e666aa93a49a3fc9c9b1299e27ef3c
CVE-2019-19072,linux,96c5c6e6a5b6db592acae039fed54b5c8844cd35
